order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount,payment_method,total_items,distinct_products,top_category,category_mix,average_rating,total_cost,margin_proxy,log_net_amount,is_revenue_outlier,net_amount_capped
O0000023,S0000398,U001342,2025-12-20T11:41:33,2844.6,105.5,0.0,2739.1,Card,3,1,Fashion,{'Fashion': 1},3.9,679.76,2059.34,7.915749695066506,False,2739.1
O0000024,S0000418,U000554,2025-11-24T00:55:35,2019.44,114.25,0.0,1905.19,Wallet,2,1,Beauty,{'Beauty': 1},4.1,486.17,1419.02,7.552861764450524,False,1905.19
O0000025,S0000440,U002170,2025-12-03T23:15:39,2385.74,246.07,0.0,2139.67,NetBanking,2,1,Electronics,{'Electronics': 1},3.4,711.97,1427.7,7.668874143127443,False,2139.67
O0000026,S0000449,U001606,2026-01-03T17:32:43,11737.28,191.31,0.0,11545.97,UPI,6,4,Electronics,"{'Electronics': 3, 'Beauty': 1}",3.95,4331.28,7214.69,9.354178343871059,False,11545.97
O0000027,S0000459,U000962,2026-01-10T05:24:03,12162.84,705.99,0.0,11456.85,Card,8,4,Fashion,"{'Fashion': 2, 'Sports': 1, 'Books': 1}",3.775,4011.6499999999996,7445.200000000001,9.346430363592903,False,11456.85
O0000028,S0000464,U000417,2025-12-04T08:06:09,11102.4,1402.8,0.0,9699.6,UPI,3,1,Fashion,{'Fashion': 1},4.9,1814.54,7885.06,9.179943018248593,False,9699.6
O0000029,S0000472,,2025-10-31T03:23:27,11948.32,614.57,0.0,11333.75,UPI,11,4,Sports,"{'Sports': 3, 'Electronics': 1}",4.3,2159.19,9174.56,9.33562850711834,False,11333.75
O0000030,S0000476,U001922,2026-01-09T19:08:10,4106.69,430.0,0.0,3676.69,NetBanking,2,2,Fashion,"{'Fashion': 1, 'Sports': 1}",4.1,2492.65,1184.04,8.210040116674625,False,3676.69
O0000031,S0000489,,2025-12-15T07:27:34,11250.42,569.38,0.0,10681.04,UPI,6,2,Sports,"{'Sports': 1, 'Beauty': 1}",3.7,2304.86,8376.18,9.276319105509817,False,10681.04
O0000032,S0000492,U000574,2025-10-25T11:05:02,10658.05,1573.96,0.0,9084.09,Wallet,6,4,Books,"{'Books': 1, 'Beauty': 1, 'Fashion': 1, 'Home': 1}",4.3,3510.05,5574.04,9.114389887220389,False,9084.09
O0000033,S0000513,U000891,2025-12-11T14:31:30,13310.55,1423.02,0.0,11887.53,UPI,6,4,Fashion,"{'Fashion': 1, 'Electronics': 1, 'Beauty': 1, 'Sports': 1}",4.125,4448.09,7439.4400000000005,9.383329348736302,False,11887.53
O0000034,S0000523,,2025-12-11T00:54:47,896.95,74.18,118.2,940.97,Wallet,1,1,Beauty,{'Beauty': 1},3.1,618.04,322.93000000000006,6.847973426935474,False,940.97
O0000035,S0000531,U001231,2025-12-24T02:38:13,11957.27,1283.05,0.0,10674.22,COD,8,4,Home,"{'Home': 2, 'Books': 1, 'Sports': 1}",4.275,3675.8599999999997,6998.36,9.275680446783761,False,10674.22
O0000036,S0000544,U001066,2026-01-03T07:44:32,1269.09,68.46,93.11,1293.74,NetBanking,1,1,Electronics,{'Electronics': 1},4.1,854.8,438.94000000000005,7.16606518177543,False,1293.74
O0000037,S0000561,U000486,2025-11-18T20:49:30,18545.91,834.05,0.0,17711.86,COD,9,4,Beauty,"{'Beauty': 2, 'Sports': 1, 'Electronics': 1}",4.175,4769.389999999999,12942.470000000001,9.782046208421892,False,17711.86
O0000038,S0000572,U000269,2025-11-17T12:31:43,15788.48,1018.19,0.0,14770.29,UPI,7,4,Home,"{'Home': 2, 'Books': 1, 'Electronics': 1}",3.975,3970.66,10799.630000000001,9.600440710912663,False,14770.29
O0000039,S0000597,,2025-11-01T18:22:05,1224.26,167.0,67.62,1124.88,COD,2,1,Books,{'Books': 1},3.7,417.54,707.3400000000001,7.026320231084386,False,1124.88
O0000040,S0000607,U000040,2026-01-18T07:26:40,8334.52,617.84,0.0,7716.68,COD,5,3,Books,"{'Books': 1, 'Beauty': 1, 'Fashion': 1}",4.233333333333333,4159.62,3557.0600000000004,8.951269079719484,False,7716.68
O0000041,S0000634,U001498,2025-11-11T16:13:32,4119.56,654.46,0.0,3465.1,UPI,3,3,Sports,"{'Sports': 2, 'Beauty': 1}",4.166666666666667,2068.16,1396.94,8.1507853215616,False,3465.1
O0000042,S0000636,U000205,2025-11-23T19:54:59,3639.96,172.59,0.0,3467.37,Card,3,2,Home,"{'Home': 1, 'Sports': 1}",3.75,1474.61,1992.76,8.151440021944206,False,3467.37
O0000043,S0000648,U001360,2025-12-29T22:15:01,3180.36,189.03,0.0,2991.33,UPI,2,1,Electronics,{'Electronics': 1},4.4,985.09,2006.2399999999998,8.003807627130065,False,2991.33
O0000044,S0000652,,2025-11-25T16:31:09,6203.61,312.31,0.0,5891.3,Wallet,4,3,Books,"{'Books': 1, 'Sports': 1, 'Electronics': 1}",4.233333333333333,2913.45,2977.8500000000004,8.681401692783265,False,5891.3
O0000045,S0000656,U001888,2025-11-22T18:55:38,3995.22,74.53,0.0,3920.69,UPI,4,3,Beauty,"{'Beauty': 1, 'Books': 1, 'Electronics': 1}",4.066666666666666,1770.55,2150.1400000000003,8.274277962326906,False,3920.69
O0000046,S0000667,U001953,2025-12-24T07:02:29,20646.03,937.91,0.0,19708.12,UPI,11,4,Sports,"{'Sports': 3, 'Fashion': 1}",4.2,4615.46,15092.66,9.888836751762929,False,19708.12
O0000047,S0000681,U000749,2025-11-12T10:51:02,7724.67,475.17,0.0,7249.5,NetBanking,7,3,Sports,"{'Sports': 1, 'Home': 1, 'Books': 1}",4.466666666666667,1965.8899999999999,5283.610000000001,8.88882571098795,False,7249.5
O0000048,S0000689,,2025-12-15T17:33:57,2102.3,200.37,0.0,1901.93,UPI,2,1,Electronics,{'Electronics': 1},4.2,474.44,1427.49,7.551150082594377,False,1901.93
O0000049,S0000692,U001298,2025-12-29T03:39:24,2863.94,280.76,0.0,2583.18,COD,2,2,Sports,"{'Sports': 1, 'Electronics': 1}",3.75,1649.6599999999999,933.52,7.8571635219191105,False,2583.18
O0000050,S0000726,U001182,2025-10-23T01:14:39,8028.26,571.14,0.0,7457.12,NetBanking,6,3,Electronics,"{'Electronics': 2, 'Books': 1}",3.9333333333333336,2656.64,4800.48,8.917058650713907,False,7457.12
O0000051,S0000730,U000731,2025-11-28T14:04:43,13829.97,1490.68,0.0,12339.29,Card,7,4,Home,"{'Home': 2, 'Sports': 1, 'Books': 1}",3.6,4513.65,7825.640000000001,9.420624797993613,False,12339.29
O0000052,S0000732,U000746,2025-12-15T22:29:17,8049.68,759.84,0.0,7289.84,Wallet,6,3,Electronics,"{'Electronics': 1, 'Books': 1, 'Beauty': 1}",4.3999999999999995,2533.38,4756.46,8.894374044702108,False,7289.84
O0000053,S0000745,U001245,2026-01-11T14:28:36,6731.26,912.3,0.0,5818.96,Wallet,4,2,Electronics,{'Electronics': 2},4.35,2148.96,3670.0,8.669048667849632,False,5818.96
O0000054,S0000752,U001955,2025-12-09T11:25:16,7175.74,646.22,0.0,6529.52,Card,3,3,Beauty,"{'Beauty': 2, 'Electronics': 1}",4.366666666666666,4276.04,2253.4800000000005,8.784241851565524,False,6529.52
O0000055,S0000776,U001280,2025-12-02T13:27:00,7622.86,456.1,0.0,7166.76,NetBanking,5,3,Beauty,"{'Beauty': 1, 'Sports': 1, 'Books': 1}",4.133333333333334,2852.38,4314.38,8.87734847195137,False,7166.76
O0000056,S0000782,U000505,2025-11-26T05:37:11,5767.63,102.03,0.0,5665.6,NetBanking,5,4,Electronics,"{'Electronics': 1, 'Fashion': 1, 'Books': 1, 'Home': 1}",4.0,3064.14,2601.4600000000005,8.642344569595156,False,5665.6
O0000057,S0000785,,2025-11-29T11:38:49,3270.27,189.66,0.0,3080.61,Card,2,2,Fashion,"{'Fashion': 1, 'Books': 1}",4.05,2012.5500000000002,1068.06,8.033207466666038,False,3080.61
O0000058,S0000792,U000653,2025-11-13T23:23:15,8610.28,313.76,0.0,8296.52,COD,6,3,Books,"{'Books': 2, 'Fashion': 1}",4.066666666666666,2426.42,5870.1,9.023711953955793,False,8296.52
O0000059,S0000795,U002141,2025-10-27T16:38:24,2475.67,114.65,0.0,2361.02,Wallet,2,2,Electronics,{'Electronics': 2},4.25,1465.67,895.3499999999999,7.767272464121968,False,2361.02
O0000060,S0000800,U000123,2026-01-14T22:52:55,14303.08,1221.52,0.0,13081.56,Card,5,3,Electronics,"{'Electronics': 1, 'Sports': 1, 'Beauty': 1}",4.133333333333334,4295.57,8785.99,9.479035324515227,False,13081.56
O0000061,S0000815,U000165,2025-10-29T01:48:15,8897.9,704.87,0.0,8193.03,UPI,7,3,Electronics,"{'Electronics': 2, 'Books': 1}",3.966666666666667,2193.94,5999.09,9.011161119315638,False,8193.03
O0000062,S0000832,U001834,2026-01-10T02:16:28,2364.02,233.48,0.0,2130.54,UPI,2,2,Electronics,"{'Electronics': 1, 'Sports': 1}",4.15,1595.1999999999998,535.3400000000001,7.664600002156324,False,2130.54
O0000063,S0000838,U000797,2025-12-23T01:14:43,9723.22,717.12,0.0,9006.1,Card,5,2,Home,"{'Home': 1, 'Electronics': 1}",3.6500000000000004,1881.79,7124.31,9.105768434197962,False,9006.1
O0000064,S0000839,U000336,2025-10-27T07:54:50,7175.75,228.77,0.0,6946.98,UPI,4,2,Sports,"{'Sports': 1, 'Beauty': 1}",4.05,1805.12,5141.86,8.846206248830658,False,6946.98
O0000065,S0000852,U001473,2025-11-12T07:53:45,1504.05,114.7,99.65,1489.0,Card,3,1,Fashion,{'Fashion': 1},4.5,228.34,1260.66,7.306531398939505,False,1489.0
O0000066,S0000874,U001534,2025-11-06T03:28:19,4671.07,217.32,0.0,4453.75,Wallet,5,2,Fashion,{'Fashion': 2},4.4,1303.82,3149.9300000000003,8.401726221607523,False,4453.75
O0000067,S0000875,U001667,2026-01-04T06:37:16,3765.7,263.81,0.0,3501.89,Card,2,1,Beauty,{'Beauty': 1},4.6,1292.07,2209.8199999999997,8.16134362104872,False,3501.89
O0000068,S0000876,,2025-11-19T15:58:49,11048.32,1016.63,0.0,10031.69,COD,8,4,Electronics,"{'Electronics': 2, 'Books': 1, 'Fashion': 1}",4.325,3030.72,7000.970000000001,9.213604040411779,False,10031.69
O0000069,S0000929,,2025-11-30T02:41:21,6045.87,147.04,0.0,5898.83,NetBanking,4,2,Sports,"{'Sports': 1, 'Beauty': 1}",4.35,1605.95,4292.88,8.68267881591937,False,5898.83
O0000070,S0000940,U000622,2026-01-18T12:58:28,8760.95,503.29,0.0,8257.66,UPI,7,3,Home,"{'Home': 2, 'Sports': 1}",4.166666666666667,2471.08,5786.58,9.019017625751797,False,8257.66
O0000071,S0000965,U000691,2025-12-28T18:50:26,3121.68,362.36,0.0,2759.32,Wallet,2,1,Home,{'Home': 1},4.4,706.71,2052.61,7.923101894019424,False,2759.32
O0000072,S0000992,,2025-12-23T06:06:11,14587.05,1621.38,0.0,12965.67,Card,3,2,Books,{'Books': 2},3.75,4089.0699999999997,8876.6,9.470137498007803,False,12965.67
O0000073,S0000997,,2026-01-18T03:43:47,13205.19,1290.75,0.0,11914.44,NetBanking,8,3,Beauty,"{'Beauty': 2, 'Fashion': 1}",4.3,2671.87,9242.57,9.385590317092724,False,11914.44
O0000074,S0001005,U000470,2025-12-14T21:08:44,4882.41,256.79,0.0,4625.62,COD,2,2,Sports,"{'Sports': 1, 'Beauty': 1}",4.3,2567.6400000000003,2057.9799999999996,8.439581858886486,False,4625.62
O0000075,S0001011,,2025-12-20T17:10:01,14032.56,1865.45,0.0,12167.11,UPI,7,3,Electronics,"{'Electronics': 1, 'Beauty': 1, 'Sports': 1}",4.166666666666667,5839.9800000000005,6327.13,9.406573874003461,False,12167.11
O0000076,S0001033,U001143,2026-01-19T07:29:04,9967.89,1029.93,0.0,8937.96,Card,9,4,Sports,"{'Sports': 2, 'Beauty': 1, 'Home': 1}",4.4,3057.12,5880.839999999999,9.098174530304377,False,8937.96
O0000077,S0001059,U001974,2025-11-14T07:34:30,13119.54,1345.8,0.0,11773.74,Card,10,4,Sports,"{'Sports': 2, 'Beauty': 1, 'Electronics': 1}",4.125,3668.38,8105.36,9.373711837961432,False,11773.74
O0000078,S0001076,U001573,2026-01-01T12:13:11,4769.41,347.1,0.0,4422.31,COD,4,3,Fashion,"{'Fashion': 1, 'Beauty': 1, 'Electronics': 1}",3.733333333333333,2602.88,1819.4300000000003,8.394643563587712,False,4422.31
O0000079,S0001096,U001567,2025-10-24T04:01:01,1590.06,154.82,83.94,1519.18,UPI,3,1,Home,{'Home': 1},3.6,246.25,1272.93,7.326584027881735,False,1519.18
O0000080,S0001104,U001318,2025-11-06T22:24:34,3583.89,182.16,0.0,3401.73,Card,4,3,Home,"{'Home': 1, 'Beauty': 1, 'Electronics': 1}",4.1000000000000005,1801.4299999999998,1600.3000000000002,8.132333329595909,False,3401.73
O0000081,S0001107,U001266,2026-01-07T14:09:01,11293.11,1413.75,0.0,9879.36,COD,6,2,Beauty,"{'Beauty': 1, 'Books': 1}",4.55,2113.77,7765.59,9.198304227325057,False,9879.36
O0000082,S0001143,U000564,2025-10-28T12:19:40,2292.21,215.89,0.0,2076.32,Wallet,3,1,Electronics,{'Electronics': 1},4.1,538.54,1537.7800000000002,7.638833880376638,False,2076.32
O0000083,S0001156,,2026-01-01T09:08:25,5564.69,452.11,0.0,5112.58,NetBanking,3,2,Sports,"{'Sports': 1, 'Beauty': 1}",4.25,2529.67,2582.91,8.53965502498533,False,5112.58
O0000084,S0001157,U001417,2025-12-06T00:34:26,656.51,62.8,52.65,646.36,Card,1,1,Sports,{'Sports': 1},3.0,342.41,303.95,6.472902553979381,False,646.36
O0000085,S0001158,U000169,2025-12-01T04:26:15,8276.51,222.03,0.0,8054.48,UPI,7,3,Electronics,"{'Electronics': 2, 'Home': 1}",4.233333333333333,1617.08,6437.4,8.994107884152216,False,8054.48
O0000086,S0001166,U000019,2025-12-21T04:16:33,8603.56,1048.0,0.0,7555.56,Wallet,4,2,Books,{'Books': 2},4.15,2889.56,4666.0,8.9301713391626,False,7555.56
O0000087,S0001177,U000796,2026-01-17T00:42:13,3448.3,192.96,0.0,3255.34,Card,4,2,Books,"{'Books': 1, 'Fashion': 1}",4.300000000000001,931.98,2323.36,8.088359144275193,False,3255.34
O0000088,S0001182,U000638,2026-01-19T01:14:32,16020.81,1607.3,0.0,14413.51,COD,9,4,Sports,"{'Sports': 2, 'Fashion': 1, 'Books': 1}",4.025,3914.22,10499.29,9.575990617125688,False,14413.51
O0000089,S0001187,U001006,2025-12-30T14:22:05,10869.57,481.92,0.0,10387.65,NetBanking,8,4,Sports,"{'Sports': 2, 'Electronics': 1, 'Fashion': 1}",4.275,3041.68,7345.969999999999,9.24846914302377,False,10387.65
O0000090,S0001194,U000301,2025-12-07T08:05:12,11941.93,936.82,0.0,11005.11,UPI,7,4,Books,"{'Books': 1, 'Sports': 1, 'Fashion': 1, 'Electronics': 1}",4.3,4151.5599999999995,6853.550000000001,9.306205852118188,False,11005.11
O0000091,S0001195,U000481,2026-01-05T22:31:20,11532.52,986.94,0.0,10545.58,UPI,8,3,Electronics,"{'Electronics': 1, 'Books': 1, 'Home': 1}",4.2,2991.42,7554.16,9.263556915733446,False,10545.58
O0000092,S0001203,U001135,2026-01-16T00:54:05,7303.42,646.59,0.0,6656.83,COD,4,2,Fashion,"{'Fashion': 1, 'Home': 1}",4.2,1583.17,5073.66,8.803548884615841,False,6656.83
O0000093,S0001206,U000616,2025-10-23T11:51:32,11010.44,336.32,0.0,10674.12,Card,6,3,Fashion,"{'Fashion': 2, 'Electronics': 1}",4.1000000000000005,3201.38,7472.740000000001,9.275671079251442,False,10674.12
O0000094,S0001216,U001583,2026-01-02T07:07:12,2405.2,258.59,0.0,2146.61,Card,4,2,Beauty,"{'Beauty': 1, 'Fashion': 1}",4.35,660.26,1486.3500000000001,7.672110874898162,False,2146.61
O0000095,S0001219,U000967,2025-12-14T01:58:09,11564.94,819.53,0.0,10745.41,UPI,7,3,Electronics,"{'Electronics': 1, 'Sports': 1, 'Books': 1}",4.366666666666667,3207.84,7537.57,9.282327024292552,False,10745.41
O0000096,S0001237,U001411,2025-11-22T20:13:23,6709.47,518.72,0.0,6190.75,Card,6,2,Books,"{'Books': 1, 'Home': 1}",3.95,1536.45,4654.3,8.730973039777481,False,6190.75
O0000097,S0001266,U000013,2025-12-04T17:09:01,6016.23,252.42,0.0,5763.81,UPI,6,4,Beauty,"{'Beauty': 1, 'Home': 1, 'Fashion': 1, 'Sports': 1}",4.0,2433.76,3330.05,8.659527474657882,False,5763.81
O0000098,S0001285,U001276,2025-11-10T05:38:14,6622.62,546.22,0.0,6076.4,Card,4,3,Sports,"{'Sports': 1, 'Electronics': 1, 'Fashion': 1}",4.133333333333333,2618.96,3457.4399999999996,8.712332251920806,False,6076.4
O0000099,S0001307,U001041,2026-01-11T06:13:20,33330.77,1797.14,0.0,31533.63,UPI,8,3,Beauty,"{'Beauty': 1, 'Fashion': 1, 'Books': 1}",4.1000000000000005,7147.81,24385.82,10.358841586033835,True,19970.042499999996
O0000100,S0001324,U002192,2025-12-06T22:53:33,7330.21,961.46,0.0,6368.75,NetBanking,6,3,Books,"{'Books': 2, 'Sports': 1}",3.9,1792.97,4575.78,8.759315501328228,False,6368.75
O0000101,S0001327,U000765,2025-12-22T04:54:50,11185.16,517.93,0.0,10667.23,UPI,9,4,Sports,"{'Sports': 3, 'Fashion': 1}",3.675,3262.08,7405.15,9.27502544487452,False,10667.23
O0000102,S0001330,U000093,2026-01-16T07:19:58,12031.4,1514.46,0.0,10516.94,UPI,6,3,Sports,"{'Sports': 1, 'Beauty': 1, 'Books': 1}",4.333333333333333,2892.19,7624.75,9.260837649626458,False,10516.94
O0000103,S0001369,U002120,2025-12-12T08:27:41,11721.61,150.2,0.0,11571.41,UPI,9,4,Beauty,"{'Beauty': 2, 'Sports': 1, 'Fashion': 1}",4.25,3082.07,8489.34,9.356379095817504,False,11571.41
O0000104,S0001412,,2026-01-07T12:34:18,11363.24,1019.29,0.0,10343.95,Card,5,2,Home,"{'Home': 1, 'Sports': 1}",4.5,2475.24,7868.710000000001,9.244253756915183,False,10343.95
O0000105,S0001421,U001831,2025-11-28T16:50:19,7074.52,480.71,0.0,6593.81,UPI,4,3,Home,"{'Home': 2, 'Sports': 1}",4.233333333333333,3770.93,2822.8800000000006,8.794038255032087,False,6593.81
O0000106,S0001431,U000067,2025-10-28T09:25:31,16425.26,1997.24,0.0,14428.02,UPI,8,4,Electronics,"{'Electronics': 2, 'Fashion': 1, 'Home': 1}",4.475,4321.55,10106.470000000001,9.576996735393738,False,14428.02
O0000107,S0001444,U000568,2026-01-07T00:00:46,8235.92,1086.53,0.0,7149.39,Wallet,4,2,Electronics,"{'Electronics': 1, 'Home': 1}",4.05,2076.39,5073.0,8.87492217965505,False,7149.39
O0000108,S0001446,U001495,2025-12-03T13:23:23,8974.71,556.7,0.0,8418.01,UPI,4,2,Electronics,"{'Electronics': 1, 'Fashion': 1}",4.25,2409.54,6008.47,9.038247523126483,False,8418.01
O0000109,S0001469,U001648,2025-12-25T04:54:21,8640.66,951.66,0.0,7689.0,UPI,2,1,Home,{'Home': 1},3.6,2250.89,5438.110000000001,8.94767606249969,False,7689.0
O0000110,S0001491,U000355,2026-01-07T06:14:07,4985.54,405.63,0.0,4579.91,COD,4,2,Sports,"{'Sports': 1, 'Electronics': 1}",4.35,1452.63,3127.2799999999997,8.429652947328327,False,4579.91
O0000111,S0001517,,2025-11-02T00:24:49,11853.4,747.33,0.0,11106.07,NetBanking,7,3,Books,"{'Books': 2, 'Electronics': 1}",3.9,2872.84,8233.23,9.315337121479123,False,11106.07
O0000112,S0001565,U000663,2025-11-22T06:41:29,9692.38,929.52,0.0,8762.86,NetBanking,4,2,Electronics,"{'Electronics': 1, 'Home': 1}",4.45,2507.6,6255.26,9.07839172614687,False,8762.86
O0000113,S0001583,,2025-11-22T05:11:13,12584.49,631.05,0.0,11953.44,Wallet,9,4,Sports,"{'Sports': 3, 'Electronics': 1}",4.3,3622.09,8331.35,9.388858036469902,False,11953.44
O0000114,S0001592,U000308,2026-01-07T02:13:21,10602.29,789.21,0.0,9813.08,UPI,7,4,Beauty,"{'Beauty': 1, 'Home': 1, 'Sports': 1, 'Electronics': 1}",4.125,3945.0299999999997,5868.05,9.191573368236758,False,9813.08
O0000115,S0001603,U001821,2026-01-05T22:44:47,10560.83,953.98,0.0,9606.85,UPI,6,3,Fashion,"{'Fashion': 2, 'Beauty': 1}",4.166666666666667,3615.51,5991.34,9.170335751647944,False,9606.85
O0000116,S0001607,,2025-12-18T05:47:57,6438.04,403.71,0.0,6034.33,UPI,4,2,Books,"{'Books': 1, 'Fashion': 1}",4.0,1812.97,4221.36,8.70538581306402,False,6034.33
O0000117,S0001610,U001839,2026-01-15T18:30:14,1642.39,60.04,86.06,1668.41,Card,2,2,Electronics,"{'Electronics': 1, 'Beauty': 1}",4.300000000000001,918.82,749.59,7.420225549574806,False,1668.41
O0000118,S0001628,U001498,2025-11-22T01:43:29,1461.47,155.9,57.45,1363.02,Card,1,1,Electronics,{'Electronics': 1},4.0,948.92,414.1,7.218191501052509,False,1363.02
O0000119,S0001646,U000552,2025-12-06T03:15:08,10353.68,1231.5,0.0,9122.18,Card,8,4,Fashion,"{'Fashion': 2, 'Home': 1, 'Sports': 1}",4.1,3063.3199999999997,6058.860000000001,9.11857370650269,False,9122.18
O0000120,S0001654,U000955,2025-12-26T16:40:31,8491.44,661.4,0.0,7830.04,Wallet,6,2,Beauty,"{'Beauty': 1, 'Home': 1}",4.6,1373.04,6457.0,8.965850602642375,False,7830.04
O0000121,S0001657,U001195,2026-01-16T11:21:13,8289.96,833.62,0.0,7456.34,Card,5,3,Electronics,"{'Electronics': 2, 'Home': 1}",4.266666666666667,2774.22,4682.120000000001,8.91695406124758,False,7456.34
O0000122,S0001685,U001941,2025-11-17T12:20:18,7931.36,601.21,0.0,7330.15,Card,5,2,Books,"{'Books': 1, 'Sports': 1}",3.95,2068.54,5261.61,8.899887672070053,False,7330.15
O0000123,S0001686,U001883,2025-12-14T04:15:17,3029.16,122.28,0.0,2906.88,COD,3,1,Beauty,{'Beauty': 1},4.1,486.17,2420.71,7.975179572327414,False,2906.88
O0000124,S0001687,U000767,2025-11-16T07:36:48,7035.64,598.17,0.0,6437.47,UPI,5,3,Beauty,"{'Beauty': 1, 'Electronics': 1, 'Home': 1}",4.266666666666667,2625.01,3812.46,8.77004621323261,False,6437.47
