session_id,user_id,start_ts,device,channel,campaign_id,variant,is_new_user,add_to_cart,begin_checkout,landing_view,payment_attempt,product_view,purchase,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,session_duration_sec,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,gross_amount,discount_amount,net_amount
S0000035,U000990,2025-11-13 00:05:28,mobile,referral,C034,nan,1,,,2025-11-13 00:07:26,,2025-11-13 00:08:45,,True,False,False,False,False,197.0,,,,0.0,0.0,0.0
S0000036,U001087,2025-12-15 02:04:50,web,email,C012,nan,0,,,2025-12-15 02:05:13,,2025-12-15 02:06:30,,True,False,False,False,False,100.0,,,,0.0,0.0,0.0
S0000037,,2026-01-14 00:42:59,web,organic,C001,nan,0,,,2026-01-14 00:43:35,,2026-01-14 00:44:48,,True,False,False,False,False,109.0,,,,0.0,0.0,0.0
S0000038,,2025-11-17 07:12:23,web,paid_social,C040,nan,0,2025-11-17 07:14:49,2025-11-17 07:15:50,2025-11-17 07:13:47,2025-11-17 07:16:37,2025-11-17 07:14:16,,True,True,True,True,False,254.0,146.0,207.0,,0.0,0.0,0.0
S0000039,U000318,2025-11-24 08:21:58,web,organic,C004,a,0,,,2025-11-24 08:23:18,,2025-11-24 08:25:00,,True,False,False,False,False,182.0,,,,0.0,0.0,0.0
S0000040,U000090,2026-01-18 20:10:33,web,referral,C002,b,0,,,2026-01-18 20:12:14,,2026-01-18 20:12:47,,True,False,False,False,False,134.0,,,,0.0,0.0,0.0
S0000041,U001832,2025-11-06 07:12:57,web,paid_social,C040,b,0,,,2025-11-06 07:13:40,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000042,U001182,2025-10-28 08:49:38,web,organic,C027,a,0,2025-10-28 08:52:07,,2025-10-28 08:50:44,,2025-10-28 08:51:17,,True,True,False,False,False,149.0,149.0,,,0.0,0.0,0.0
S0000043,,2025-12-13 12:26:50,mobile,paid_social,C025,nan,0,,,2025-12-13 12:28:48,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000044,U001311,2025-10-23 14:59:34,mobile,organic,C025,nan,0,,,2025-10-23 15:00:40,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000045,U000908,2025-11-06 16:18:42,mobile,organic,C030,nan,0,,,2025-11-06 16:20:19,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000046,U001962,2025-12-16 10:32:52,web,organic,C024,nan,0,,,2025-12-16 10:34:03,,2025-12-16 10:35:57,,True,False,False,False,False,185.0,,,,0.0,0.0,0.0
S0000047,U001034,2025-12-19 19:07:22,web,search,C030,nan,1,,,2025-12-19 19:09:02,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000048,U001103,2025-12-06 09:05:40,web,organic,C032,a,1,,,2025-12-06 09:07:24,,2025-12-06 09:08:19,,True,False,False,False,False,159.0,,,,0.0,0.0,0.0
S0000049,U001169,2025-11-24 23:28:18,web,referral,C009,a,0,,,2025-11-24 23:30:01,,2025-11-24 23:31:35,,True,False,False,False,False,197.0,,,,0.0,0.0,0.0
S0000050,U000347,2025-12-12 07:09:46,web,search,C024,b,0,,,2025-12-12 07:11:03,,2025-12-12 07:12:01,,True,False,False,False,False,135.0,,,,0.0,0.0,0.0
S0000051,U000382,2025-12-18 08:17:21,web,email,C014,b,0,,,2025-12-18 08:18:08,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000052,U000397,2026-01-01 18:05:50,mobile,organic,C025,nan,0,,,2026-01-01 18:05:57,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000053,U000559,2025-12-31 18:55:04,mobile,email,C007,nan,0,,,2025-12-31 18:55:54,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000054,U000352,2025-12-20 06:32:44,web,paid_social,C036,a,0,,,2025-12-20 06:34:37,,2025-12-20 06:35:13,,True,False,False,False,False,149.0,,,,0.0,0.0,0.0
S0000055,U000494,2026-01-09 22:07:06,web,paid_social,C011,b,1,,,2026-01-09 22:08:05,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000056,U002065,2026-01-04 20:42:38,mobile,email,C008,nan,0,,,2026-01-04 20:43:31,,2026-01-04 20:45:00,,True,False,False,False,False,142.0,,,,0.0,0.0,0.0
S0000057,U000794,2025-11-02 10:23:15,mobile,search,C005,nan,0,,,2025-11-02 10:24:23,,2025-11-02 10:26:15,,True,False,False,False,False,180.0,,,,0.0,0.0,0.0
S0000058,U001746,2026-01-15 13:00:13,web,paid_social,C022,a,0,,,2026-01-15 13:01:50,,2026-01-15 13:03:42,,True,False,False,False,False,209.0,,,,0.0,0.0,0.0
S0000059,U000866,2026-01-09 16:44:22,mobile,email,C015,nan,1,,,2026-01-09 16:45:36,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000060,,2025-11-19 07:46:43,web,organic,C029,nan,0,2025-11-19 07:52:10,2025-11-19 07:53:22,2025-11-19 07:48:30,2025-11-19 07:54:12,2025-11-19 07:50:19,2025-11-19 07:55:04,True,True,True,True,True,501.0,327.0,399.0,501.0,4302.5,151.09,4151.41
S0000061,U001657,2025-10-23 06:10:28,mobile,organic,C017,nan,0,,,2025-10-23 06:12:00,,2025-10-23 06:13:32,,True,False,False,False,False,184.0,,,,0.0,0.0,0.0
S0000062,,2025-12-14 19:09:51,mobile,referral,C013,nan,0,,,2025-12-14 19:10:30,,2025-12-14 19:12:18,,True,False,False,False,False,147.0,,,,0.0,0.0,0.0
S0000063,U000635,2025-11-29 21:33:29,web,email,C013,a,1,,,2025-11-29 21:35:03,,2025-11-29 21:35:41,,True,False,False,False,False,132.0,,,,0.0,0.0,0.0
S0000064,U000211,2025-12-27 21:38:24,web,search,C009,a,0,,,2025-12-27 21:39:23,,2025-12-27 21:40:34,,True,False,False,False,False,130.0,,,,0.0,0.0,0.0
S0000065,U000678,2025-12-07 15:42:41,mobile,email,C028,nan,1,,,2025-12-07 15:44:02,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000066,U001545,2025-10-28 07:47:43,mobile,email,C006,nan,1,,,2025-10-28 07:47:54,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000067,U001440,2025-11-12 11:06:03,mobile,search,C037,nan,0,,,2025-11-12 11:07:27,,2025-11-12 11:08:01,,True,False,False,False,False,118.0,,,,0.0,0.0,0.0
S0000068,U001550,2026-01-08 20:49:38,web,organic,C011,b,0,,,2026-01-08 20:50:41,,2026-01-08 20:50:51,,True,False,False,False,False,73.0,,,,0.0,0.0,0.0
S0000069,U002186,2025-10-24 19:59:09,mobile,search,C001,nan,0,2025-10-24 20:01:55,,2025-10-24 20:00:31,,2025-10-24 20:01:48,,True,True,False,False,False,166.0,166.0,,,0.0,0.0,0.0
S0000070,U000495,2025-12-26 17:46:57,mobile,search,C027,nan,1,,,2025-12-26 17:48:52,,2025-12-26 17:49:53,,True,False,False,False,False,176.0,,,,0.0,0.0,0.0
S0000071,U000978,2025-11-16 17:10:26,mobile,organic,C029,nan,0,,,2025-11-16 17:11:07,,2025-11-16 17:12:17,,True,False,False,False,False,111.0,,,,0.0,0.0,0.0
S0000072,U001080,2025-12-01 04:16:41,web,referral,C025,a,1,2025-12-01 04:20:07,,2025-12-01 04:18:04,,2025-12-01 04:18:41,,True,True,False,False,False,206.0,206.0,,,0.0,0.0,0.0
S0000073,,2025-12-08 05:32:52,web,paid_social,C015,nan,0,2025-12-08 05:35:55,2025-12-08 05:37:24,2025-12-08 05:34:29,2025-12-08 05:39:21,2025-12-08 05:35:12,2025-12-08 05:39:55,True,True,True,True,True,423.0,183.0,272.0,423.0,7199.78,596.95,6602.83
S0000074,U001458,2025-11-12 22:45:06,mobile,email,C007,nan,0,,,2025-11-12 22:45:21,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000075,U000108,2025-12-19 02:48:38,web,paid_social,C035,b,1,,,2025-12-19 02:49:11,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000076,U001975,2025-12-22 20:24:40,web,organic,C020,b,0,,,2025-12-22 20:25:10,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000077,U000195,2025-10-29 02:18:16,web,paid_social,C020,b,1,,,2025-10-29 02:18:38,,2025-10-29 02:20:21,,True,False,False,False,False,125.0,,,,0.0,0.0,0.0
S0000078,,2025-11-24 02:15:31,mobile,paid_social,C009,nan,0,,,2025-11-24 02:15:51,,2025-11-24 02:17:21,,True,False,False,False,False,110.0,,,,0.0,0.0,0.0
S0000079,U000382,2025-12-27 10:25:52,mobile,paid_social,C032,nan,0,2025-12-27 10:29:21,,2025-12-27 10:26:38,,2025-12-27 10:27:43,,True,True,False,False,False,209.0,209.0,,,0.0,0.0,0.0
S0000080,U001963,2025-12-25 09:18:47,mobile,organic,C038,nan,0,,,2025-12-25 09:19:23,,2025-12-25 09:21:01,,True,False,False,False,False,134.0,,,,0.0,0.0,0.0
S0000081,U001896,2025-12-09 10:55:09,mobile,email,C026,nan,0,2025-12-09 10:57:49,2025-12-09 10:58:35,2025-12-09 10:56:05,2025-12-09 10:58:43,2025-12-09 10:57:18,2025-12-09 10:59:34,True,True,True,True,True,265.0,160.0,206.0,265.0,1262.26,75.4,1304.13
S0000082,U002030,2025-12-30 10:21:13,mobile,organic,C029,nan,0,,,2025-12-30 10:21:57,,2025-12-30 10:23:29,,True,False,False,False,False,136.0,,,,0.0,0.0,0.0
S0000083,U001834,2025-10-31 03:05:20,web,search,C029,nan,0,,,2025-10-31 03:06:14,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000084,U002032,2025-11-01 01:54:44,web,search,C007,b,0,2025-11-01 01:58:22,2025-11-01 01:59:52,2025-11-01 01:55:55,2025-11-01 02:00:53,2025-11-01 01:56:37,2025-11-01 02:02:11,True,True,True,True,True,447.0,218.0,308.0,447.0,13486.98,1087.51,12399.47
S0000085,U001038,2025-12-19 14:45:10,mobile,referral,C019,nan,0,,,2025-12-19 14:45:44,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000086,U000011,2025-12-22 20:10:38,mobile,organic,C012,nan,0,,,2025-12-22 20:11:08,,2025-12-22 20:11:29,,True,False,False,False,False,51.0,,,,0.0,0.0,0.0
S0000087,U000964,2026-01-02 17:57:14,mobile,organic,C017,nan,1,,,2026-01-02 17:58:10,,2026-01-02 17:59:54,,True,False,False,False,False,160.0,,,,0.0,0.0,0.0
S0000088,U000487,2025-11-06 17:36:56,web,referral,C035,nan,0,,,2025-11-06 17:38:49,,2025-11-06 17:39:42,,True,False,False,False,False,166.0,,,,0.0,0.0,0.0
S0000089,U000539,2025-12-06 22:48:10,mobile,referral,C034,nan,0,,,2025-12-06 22:48:16,,2025-12-06 22:49:39,,True,False,False,False,False,89.0,,,,0.0,0.0,0.0
S0000090,U001521,2025-12-19 21:58:18,web,organic,C023,nan,0,,,2025-12-19 21:59:07,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000091,U000368,2025-11-10 13:46:02,web,email,C005,nan,1,,,2025-11-10 13:46:18,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000092,,2025-12-06 23:08:25,web,referral,C015,nan,0,,,2025-12-06 23:09:26,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000093,,2025-12-17 21:37:02,web,organic,C029,nan,0,,,2025-12-17 21:38:55,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000094,,2025-11-09 17:47:13,web,paid_social,C024,nan,0,,,2025-11-09 17:48:56,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000095,,2025-11-24 05:47:35,mobile,organic,C023,nan,0,,,2025-11-24 05:47:52,,2025-11-24 05:48:33,,True,False,False,False,False,58.0,,,,0.0,0.0,0.0
S0000096,U001679,2025-11-09 21:52:04,web,email,C016,a,1,,,2025-11-09 21:53:05,,2025-11-09 21:54:34,,True,False,False,False,False,150.0,,,,0.0,0.0,0.0
S0000097,,2026-01-10 16:55:58,mobile,organic,C039,nan,0,,,2026-01-10 16:57:53,,2026-01-10 16:58:04,,True,False,False,False,False,126.0,,,,0.0,0.0,0.0
S0000098,U000063,2025-11-11 18:03:42,web,paid_social,C037,a,1,,,2025-11-11 18:04:19,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000099,U001732,2025-11-01 07:34:44,web,email,C026,a,0,2025-11-01 07:38:32,2025-11-01 07:39:14,2025-11-01 07:36:13,2025-11-01 07:39:20,2025-11-01 07:37:45,2025-11-01 07:41:15,True,True,True,True,True,391.0,228.0,270.0,391.0,15390.66,1308.74,14081.92
S0000100,U000982,2025-10-24 14:30:41,web,organic,C035,b,0,,,2025-10-24 14:32:14,,2025-10-24 14:33:40,,True,False,False,False,False,179.0,,,,0.0,0.0,0.0
S0000101,U000586,2025-10-25 11:40:32,web,paid_social,C008,b,1,,,2025-10-25 11:40:47,,2025-10-25 11:41:42,,True,False,False,False,False,70.0,,,,0.0,0.0,0.0
S0000102,,2025-11-07 16:24:08,web,organic,C007,nan,0,,,2025-11-07 16:24:24,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000103,U001891,2025-12-15 04:18:23,web,organic,C029,b,1,,,2025-12-15 04:18:52,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000104,U000969,2025-10-23 00:41:59,web,referral,C028,b,1,,,2025-10-23 00:42:11,,2025-10-23 00:43:18,,True,False,False,False,False,79.0,,,,0.0,0.0,0.0
S0000105,U000976,2025-11-16 05:56:34,web,referral,C010,b,0,,,2025-11-16 05:57:45,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000106,U002007,2025-10-26 16:12:59,mobile,paid_social,C034,nan,0,,,2025-10-26 16:14:54,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000107,U000421,2025-11-26 18:28:44,nan,email,C030,nan,1,,,2025-11-26 18:30:27,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000108,U000900,2025-10-25 19:30:06,web,organic,C009,b,0,2025-10-25 19:32:48,2025-10-25 19:34:02,2025-10-25 19:30:18,2025-10-25 19:34:47,2025-10-25 19:30:50,2025-10-25 19:35:56,True,True,True,True,True,350.0,162.0,236.0,350.0,8550.28,662.5,7887.78
S0000109,U001255,2025-12-15 02:51:59,web,search,C025,a,1,,,2025-12-15 02:52:48,,2025-12-15 02:53:30,,True,False,False,False,False,91.0,,,,0.0,0.0,0.0
S0000110,U000763,2025-12-22 09:34:21,web,email,C035,a,0,,,2025-12-22 09:35:28,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000111,,2025-12-26 06:15:54,mobile,email,C031,nan,0,,,2025-12-26 06:17:43,,2025-12-26 06:18:34,,True,False,False,False,False,160.0,,,,0.0,0.0,0.0
S0000112,,2025-11-10 15:09:28,web,search,C017,nan,0,,,2025-11-10 15:10:40,,2025-11-10 15:10:48,,True,False,False,False,False,80.0,,,,0.0,0.0,0.0
S0000113,U000587,2026-01-07 14:32:11,mobile,organic,C033,nan,1,,,2026-01-07 14:33:11,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000114,U000788,2025-12-22 13:35:54,mobile,paid_social,C013,nan,0,,,2025-12-22 13:37:28,,2025-12-22 13:38:58,,True,False,False,False,False,184.0,,,,0.0,0.0,0.0
S0000115,U001843,2025-10-26 12:56:26,web,organic,C039,b,1,,,2025-10-26 12:56:50,,2025-10-26 12:57:12,,True,False,False,False,False,46.0,,,,0.0,0.0,0.0
S0000116,U000742,2025-11-30 02:37:56,mobile,email,C040,nan,1,,,2025-11-30 02:39:15,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000117,U000355,2025-12-29 12:55:48,mobile,organic,C013,nan,0,,,2025-12-29 12:57:14,,2025-12-29 12:59:00,,True,False,False,False,False,192.0,,,,0.0,0.0,0.0
S0000118,,2025-11-18 10:06:25,mobile,search,C028,nan,0,,,2025-11-18 10:08:16,,2025-11-18 10:08:26,,True,False,False,False,False,121.0,,,,0.0,0.0,0.0
S0000119,U000774,2025-11-24 18:44:35,mobile,organic,C039,nan,1,,,2025-11-24 18:45:44,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000120,U002024,2025-12-17 02:31:13,web,paid_social,C012,b,1,,,2025-12-17 02:32:41,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000121,U000240,2025-10-26 10:24:53,web,referral,C029,nan,0,,,2025-10-26 10:25:20,,2025-10-26 10:25:37,,True,False,False,False,False,44.0,,,,0.0,0.0,0.0
S0000122,U000049,2026-01-16 11:09:21,web,search,C022,nan,0,,,2026-01-16 11:09:58,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000123,U002028,2025-11-06 03:27:18,mobile,referral,C018,nan,1,2025-11-06 03:31:15,,2025-11-06 03:28:06,,2025-11-06 03:29:37,,True,True,False,False,False,237.0,237.0,,,0.0,0.0,0.0
S0000124,U000217,2025-10-23 20:11:15,web,search,C026,a,1,,,2025-10-23 20:12:34,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000125,U000019,2025-10-21 22:04:25,web,organic,C020,b,1,,,2025-10-21 22:06:16,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000126,,2025-11-26 09:36:48,mobile,email,C029,nan,0,,,2025-11-26 09:38:21,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000127,U000698,2026-01-09 00:33:48,web,organic,C039,b,0,,,2026-01-09 00:35:42,,2026-01-09 00:36:56,,True,False,False,False,False,188.0,,,,0.0,0.0,0.0
S0000128,U001067,2026-01-03 05:15:44,web,organic,C009,a,1,,,2026-01-03 05:17:05,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000129,U000899,2026-01-11 12:35:42,web,paid_social,C008,b,0,2026-01-11 12:37:09,2026-01-11 12:38:04,2026-01-11 12:35:57,2026-01-11 12:38:49,2026-01-11 12:36:57,2026-01-11 12:39:42,True,True,True,True,True,240.0,87.0,142.0,240.0,4714.45,346.55,4367.9
S0000130,,2025-12-08 11:32:45,mobile,organic,C025,nan,0,,,2025-12-08 11:33:22,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000131,U001059,2025-11-30 19:52:04,web,email,C039,b,0,,,2025-11-30 19:52:59,,2025-11-30 19:53:32,,True,False,False,False,False,88.0,,,,0.0,0.0,0.0
S0000132,U000572,2025-11-25 04:02:09,web,search,C034,b,1,,,2025-11-25 04:02:31,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000133,U000495,2025-10-25 14:50:21,nan,organic,C017,nan,1,,,2025-10-25 14:52:03,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000134,U000495,2026-01-11 07:08:31,web,search,C033,b,1,,,2026-01-11 07:09:22,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000135,,2025-12-05 02:18:59,web,organic,C037,nan,0,2025-12-05 02:21:49,,2025-12-05 02:19:22,,2025-12-05 02:20:03,,True,True,False,False,False,170.0,170.0,,,0.0,0.0,0.0
S0000136,,2025-12-01 09:31:18,mobile,paid_social,C012,nan,0,,,2025-12-01 09:33:07,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000137,U001207,2025-12-06 19:20:16,web,organic,C005,b,0,2025-12-06 19:22:22,,2025-12-06 19:20:44,,2025-12-06 19:21:47,,True,True,False,False,False,126.0,126.0,,,0.0,0.0,0.0
S0000138,,2025-12-31 21:56:59,web,email,C039,nan,0,,,2025-12-31 21:57:13,,2025-12-31 21:58:40,,True,False,False,False,False,101.0,,,,0.0,0.0,0.0
S0000139,U001011,2025-11-10 15:26:01,mobile,organic,C007,nan,1,,,2025-11-10 15:26:46,,2025-11-10 15:26:51,,True,False,False,False,False,50.0,,,,0.0,0.0,0.0
S0000140,U001626,2025-12-24 07:57:41,mobile,organic,C001,nan,0,,,2025-12-24 07:58:14,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000141,U000003,2025-12-24 09:50:19,web,paid_social,C013,a,0,2025-12-24 09:53:22,,2025-12-24 09:50:32,,2025-12-24 09:52:08,,True,True,False,False,False,183.0,183.0,,,0.0,0.0,0.0
S0000142,U000661,2026-01-05 21:36:36,mobile,search,C032,nan,1,,,2026-01-05 21:38:07,,2026-01-05 21:39:53,,True,False,False,False,False,197.0,,,,0.0,0.0,0.0
S0000143,U002115,2025-10-22 05:19:57,mobile,search,C030,nan,1,,,2025-10-22 05:21:02,,2025-10-22 05:21:44,,True,False,False,False,False,107.0,,,,0.0,0.0,0.0
S0000144,U000940,2025-11-05 18:37:49,mobile,search,C013,nan,1,2025-11-05 18:41:42,2025-11-05 18:41:57,2025-11-05 18:38:30,2025-11-05 18:43:32,2025-11-05 18:39:56,,True,True,True,True,False,343.0,233.0,248.0,,0.0,0.0,0.0
S0000145,,2025-12-02 20:02:14,mobile,organic,C028,nan,0,,,2025-12-02 20:03:36,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
S0000146,U001160,2026-01-05 23:44:36,mobile,search,C038,nan,1,,,2026-01-05 23:46:31,,2026-01-05 23:47:43,,True,False,False,False,False,187.0,,,,0.0,0.0,0.0
S0000147,U000904,2026-01-16 07:13:42,web,referral,C001,a,0,,,2026-01-16 07:13:50,,,,False,False,False,False,False,,,,,0.0,0.0,0.0
